currency,base_currency,currency_name,exchange_rate,date
IDR,EUR,Indonesian Rupiah,17212.0,2018-09-10
IDR,EUR,Indonesian Rupiah,17226.0,2018-09-11
IDR,EUR,Indonesian Rupiah,17232.0,2018-09-12
IDR,EUR,Indonesian Rupiah,17340.0,2018-09-13
IDR,EUR,Indonesian Rupiah,17222.0,2018-09-14
IDR,EUR,Indonesian Rupiah,17352.0,2018-09-17
IDR,EUR,Indonesian Rupiah,17339.0,2018-09-18
IDR,EUR,Indonesian Rupiah,17347.0,2018-09-19
IDR,EUR,Indonesian Rupiah,17473.0,2018-09-20
IDR,EUR,Indonesian Rupiah,17401.0,2018-09-21
IDR,EUR,Indonesian Rupiah,17452.0,2018-09-24
IDR,EUR,Indonesian Rupiah,17546.0,2018-09-25
IDR,EUR,Indonesian Rupiah,17495.0,2018-09-26
IDR,EUR,Indonesian Rupiah,17347.0,2018-09-27
IDR,EUR,Indonesian Rupiah,17323.0,2018-09-28
IDR,EUR,Indonesian Rupiah,17251.0,2018-10-01
IDR,EUR,Indonesian Rupiah,17366.0,2018-10-02
IDR,EUR,Indonesian Rupiah,17335.0,2018-10-03
IDR,EUR,Indonesian Rupiah,17458.0,2018-10-04
IDR,EUR,Indonesian Rupiah,17480.0,2018-10-05
IDR,EUR,Indonesian Rupiah,17455.0,2018-10-08
IDR,EUR,Indonesian Rupiah,17492.0,2018-10-09
IDR,EUR,Indonesian Rupiah,17513.0,2018-10-10
IDR,EUR,Indonesian Rupiah,17650.0,2018-10-11
IDR,EUR,Indonesian Rupiah,17563.0,2018-10-12
IDR,EUR,Indonesian Rupiah,17602.0,2018-10-15
IDR,EUR,Indonesian Rupiah,17581.0,2018-10-16
IDR,EUR,Indonesian Rupiah,17418.0,2018-10-17
IDR,EUR,Indonesian Rupiah,17394.0,2018-10-18
IDR,EUR,Indonesian Rupiah,17478.0,2018-10-19
IDR,EUR,Indonesian Rupiah,17398.0,2018-10-22
IDR,EUR,Indonesian Rupiah,17414.0,2018-10-23
IDR,EUR,Indonesian Rupiah,17313.0,2018-10-24
IDR,EUR,Indonesian Rupiah,17265.0,2018-10-25
IDR,EUR,Indonesian Rupiah,17341.0,2018-10-26
IDR,EUR,Indonesian Rupiah,17296.0,2018-10-29
IDR,EUR,Indonesian Rupiah,17259.0,2018-10-30
IDR,EUR,Indonesian Rupiah,17191.0,2018-10-31
IDR,EUR,Indonesian Rupiah,17244.0,2018-11-01
IDR,EUR,Indonesian Rupiah,17019.0,2018-11-02
IDR,EUR,Indonesian Rupiah,17081.0,2018-11-05
IDR,EUR,Indonesian Rupiah,16894.0,2018-11-06
IDR,EUR,Indonesian Rupiah,16652.0,2018-11-07
IDR,EUR,Indonesian Rupiah,16639.0,2018-11-08
IDR,EUR,Indonesian Rupiah,16634.0,2018-11-09
IDR,EUR,Indonesian Rupiah,16612.0,2018-11-12
IDR,EUR,Indonesian Rupiah,16703.0,2018-11-13
IDR,EUR,Indonesian Rupiah,16721.0,2018-11-14
IDR,EUR,Indonesian Rupiah,16617.0,2018-11-15
IDR,EUR,Indonesian Rupiah,16673.0,2018-11-16
IDR,EUR,Indonesian Rupiah,16696.0,2018-11-19
IDR,EUR,Indonesian Rupiah,16574.0,2018-11-20
IDR,EUR,Indonesian Rupiah,16613.0,2018-11-21
IDR,EUR,Indonesian Rupiah,16610.0,2018-11-22
IDR,EUR,Indonesian Rupiah,16472.0,2018-11-23
IDR,EUR,Indonesian Rupiah,16389.0,2018-11-26
IDR,EUR,Indonesian Rupiah,16381.0,2018-11-27
IDR,EUR,Indonesian Rupiah,16506.0,2018-11-28
IDR,EUR,Indonesian Rupiah,16376.0,2018-11-29
IDR,EUR,Indonesian Rupiah,16175.0,2018-11-30
IDR,EUR,Indonesian Rupiah,16155.0,2018-12-03
IDR,EUR,Indonesian Rupiah,16193.0,2018-12-04
IDR,EUR,Indonesian Rupiah,16320.0,2018-12-05
IDR,EUR,Indonesian Rupiah,16506.0,2018-12-06
IDR,EUR,Indonesian Rupiah,16452.0,2018-12-07
IDR,EUR,Indonesian Rupiah,16513.0,2018-12-10
IDR,EUR,Indonesian Rupiah,16514.0,2018-12-11
IDR,EUR,Indonesian Rupiah,16581.0,2018-12-12
IDR,EUR,Indonesian Rupiah,16505.0,2018-12-13
IDR,EUR,Indonesian Rupiah,16481.0,2018-12-14
IDR,EUR,Indonesian Rupiah,16528.0,2018-12-17
IDR,EUR,Indonesian Rupiah,16474.0,2018-12-18
IDR,EUR,Indonesian Rupiah,16417.0,2018-12-19
IDR,EUR,Indonesian Rupiah,16573.0,2018-12-20
IDR,EUR,Indonesian Rupiah,16535.0,2018-12-21
IDR,EUR,Indonesian Rupiah,16582.0,2018-12-24
IDR,EUR,Indonesian Rupiah,16587.0,2018-12-25
IDR,EUR,Indonesian Rupiah,16533.0,2018-12-26
IDR,EUR,Indonesian Rupiah,16632.0,2018-12-27
IDR,EUR,Indonesian Rupiah,16649.0,2018-12-28
IDR,EUR,Indonesian Rupiah,16599.0,2018-12-31
IDR,EUR,Indonesian Rupiah,16595.0,2019-01-01
IDR,EUR,Indonesian Rupiah,16395.0,2019-01-02
IDR,EUR,Indonesian Rupiah,16406.0,2019-01-03
IDR,EUR,Indonesian Rupiah,16248.0,2019-01-04
IDR,EUR,Indonesian Rupiah,16156.0,2019-01-07
IDR,EUR,Indonesian Rupiah,16170.0,2019-01-08
IDR,EUR,Indonesian Rupiah,16298.0,2019-01-09
IDR,EUR,Indonesian Rupiah,16198.0,2019-01-10
IDR,EUR,Indonesian Rupiah,16130.0,2019-01-11
IDR,EUR,Indonesian Rupiah,16186.0,2019-01-14
IDR,EUR,Indonesian Rupiah,16062.0,2019-01-15
IDR,EUR,Indonesian Rupiah,16079.0,2019-01-16
IDR,EUR,Indonesian Rupiah,16139.0,2019-01-17
IDR,EUR,Indonesian Rupiah,16094.0,2019-01-18
IDR,EUR,Indonesian Rupiah,16159.0,2019-01-21
IDR,EUR,Indonesian Rupiah,16140.0,2019-01-22
IDR,EUR,Indonesian Rupiah,16171.0,2019-01-23
IDR,EUR,Indonesian Rupiah,16062.0,2019-01-24
IDR,EUR,Indonesian Rupiah,16148.0,2019-01-25
IDR,EUR,Indonesian Rupiah,16067.0,2019-01-28
IDR,EUR,Indonesian Rupiah,16105.0,2019-01-29
IDR,EUR,Indonesian Rupiah,16208.0,2019-01-30
IDR,EUR,Indonesian Rupiah,15983.0,2019-01-31
IDR,EUR,Indonesian Rupiah,15955.0,2019-02-01
IDR,EUR,Indonesian Rupiah,15941.0,2019-02-04
IDR,EUR,Indonesian Rupiah,15904.0,2019-02-05
IDR,EUR,Indonesian Rupiah,15806.0,2019-02-06
IDR,EUR,Indonesian Rupiah,15839.0,2019-02-07
IDR,EUR,Indonesian Rupiah,15795.0,2019-02-08
IDR,EUR,Indonesian Rupiah,15822.0,2019-02-11
IDR,EUR,Indonesian Rupiah,15928.0,2019-02-12
IDR,EUR,Indonesian Rupiah,15807.0,2019-02-13
IDR,EUR,Indonesian Rupiah,15902.0,2019-02-14
IDR,EUR,Indonesian Rupiah,15965.0,2019-02-15
IDR,EUR,Indonesian Rupiah,15945.0,2019-02-18
IDR,EUR,Indonesian Rupiah,15974.0,2019-02-19
IDR,EUR,Indonesian Rupiah,15940.0,2019-02-20
IDR,EUR,Indonesian Rupiah,15924.0,2019-02-21
IDR,EUR,Indonesian Rupiah,15935.0,2019-02-22
IDR,EUR,Indonesian Rupiah,15913.0,2019-02-25
IDR,EUR,Indonesian Rupiah,15953.0,2019-02-26
IDR,EUR,Indonesian Rupiah,15915.0,2019-02-27
IDR,EUR,Indonesian Rupiah,15981.0,2019-02-28
IDR,EUR,Indonesian Rupiah,16029.0,2019-03-01
IDR,EUR,Indonesian Rupiah,16008.0,2019-03-04
IDR,EUR,Indonesian Rupiah,15951.0,2019-03-05
IDR,EUR,Indonesian Rupiah,15984.0,2019-03-06
IDR,EUR,Indonesian Rupiah,15800.0,2019-03-07
IDR,EUR,Indonesian Rupiah,16075.0,2019-03-08
IDR,EUR,Indonesian Rupiah,16123.0,2019-03-11
IDR,EUR,Indonesian Rupiah,16093.0,2019-03-12
IDR,EUR,Indonesian Rupiah,16158.0,2019-03-13
IDR,EUR,Indonesian Rupiah,16114.0,2019-03-14
IDR,EUR,Indonesian Rupiah,16140.0,2019-03-15
IDR,EUR,Indonesian Rupiah,16129.0,2019-03-18
IDR,EUR,Indonesian Rupiah,16143.0,2019-03-19
IDR,EUR,Indonesian Rupiah,16191.0,2019-03-20
IDR,EUR,Indonesian Rupiah,16071.0,2019-03-21
IDR,EUR,Indonesian Rupiah,15997.0,2019-03-22
IDR,EUR,Indonesian Rupiah,16033.0,2019-03-25
IDR,EUR,Indonesian Rupiah,15964.0,2019-03-26
IDR,EUR,Indonesian Rupiah,15964.0,2019-03-27
IDR,EUR,Indonesian Rupiah,15979.0,2019-03-28
IDR,EUR,Indonesian Rupiah,15960.0,2019-03-29
IDR,EUR,Indonesian Rupiah,15939.0,2019-04-01
IDR,EUR,Indonesian Rupiah,15921.0,2019-04-02
IDR,EUR,Indonesian Rupiah,15970.0,2019-04-03
IDR,EUR,Indonesian Rupiah,15902.0,2019-04-04
IDR,EUR,Indonesian Rupiah,15832.0,2019-04-05
IDR,EUR,Indonesian Rupiah,15942.0,2019-04-08
IDR,EUR,Indonesian Rupiah,15912.0,2019-04-09
IDR,EUR,Indonesian Rupiah,15939.0,2019-04-10
IDR,EUR,Indonesian Rupiah,15904.0,2019-04-11
IDR,EUR,Indonesian Rupiah,15915.0,2019-04-12
IDR,EUR,Indonesian Rupiah,15876.0,2019-04-15
IDR,EUR,Indonesian Rupiah,15885.0,2019-04-16
IDR,EUR,Indonesian Rupiah,15900.0,2019-04-17
IDR,EUR,Indonesian Rupiah,15762.0,2019-04-18
IDR,EUR,Indonesian Rupiah,15782.0,2019-04-19
IDR,EUR,Indonesian Rupiah,15836.0,2019-04-22
IDR,EUR,Indonesian Rupiah,15782.0,2019-04-23
IDR,EUR,Indonesian Rupiah,15714.0,2019-04-24
IDR,EUR,Indonesian Rupiah,15785.0,2019-04-25
IDR,EUR,Indonesian Rupiah,15809.0,2019-04-26
IDR,EUR,Indonesian Rupiah,15868.0,2019-04-29
IDR,EUR,Indonesian Rupiah,15975.0,2019-04-30
IDR,EUR,Indonesian Rupiah,15949.0,2019-05-01
IDR,EUR,Indonesian Rupiah,15913.0,2019-05-02
IDR,EUR,Indonesian Rupiah,15962.0,2019-05-03
IDR,EUR,Indonesian Rupiah,15995.0,2019-05-06
IDR,EUR,Indonesian Rupiah,16009.0,2019-05-07
IDR,EUR,Indonesian Rupiah,15989.0,2019-05-08
IDR,EUR,Indonesian Rupiah,16087.0,2019-05-09
IDR,EUR,Indonesian Rupiah,16086.0,2019-05-10
IDR,EUR,Indonesian Rupiah,16123.0,2019-05-13
IDR,EUR,Indonesian Rupiah,16160.0,2019-05-14
IDR,EUR,Indonesian Rupiah,16189.0,2019-05-15
IDR,EUR,Indonesian Rupiah,16135.0,2019-05-16
IDR,EUR,Indonesian Rupiah,16112.0,2019-05-17
IDR,EUR,Indonesian Rupiah,16132.0,2019-05-20
IDR,EUR,Indonesian Rupiah,16153.0,2019-05-21
IDR,EUR,Indonesian Rupiah,16149.0,2019-05-22
IDR,EUR,Indonesian Rupiah,16156.0,2019-05-23
IDR,EUR,Indonesian Rupiah,16111.0,2019-05-24
IDR,EUR,Indonesian Rupiah,16084.0,2019-05-27
IDR,EUR,Indonesian Rupiah,16036.0,2019-05-28
IDR,EUR,Indonesian Rupiah,16020.0,2019-05-29
IDR,EUR,Indonesian Rupiah,16015.0,2019-05-30
IDR,EUR,Indonesian Rupiah,15931.0,2019-05-31
IDR,EUR,Indonesian Rupiah,16045.0,2019-06-03
IDR,EUR,Indonesian Rupiah,16050.0,2019-06-04
IDR,EUR,Indonesian Rupiah,16008.0,2019-06-05
IDR,EUR,Indonesian Rupiah,16088.0,2019-06-06
IDR,EUR,Indonesian Rupiah,16167.0,2019-06-07
IDR,EUR,Indonesian Rupiah,16109.0,2019-06-10
IDR,EUR,Indonesian Rupiah,16119.0,2019-06-11
IDR,EUR,Indonesian Rupiah,16058.0,2019-06-12
IDR,EUR,Indonesian Rupiah,16093.0,2019-06-13
IDR,EUR,Indonesian Rupiah,16044.0,2019-06-14
IDR,EUR,Indonesian Rupiah,16076.0,2019-06-17
IDR,EUR,Indonesian Rupiah,16025.0,2019-06-18
IDR,EUR,Indonesian Rupiah,16012.0,2019-06-19
IDR,EUR,Indonesian Rupiah,16009.0,2019-06-20
IDR,EUR,Indonesian Rupiah,16078.0,2019-06-21
IDR,EUR,Indonesian Rupiah,16103.0,2019-06-24
IDR,EUR,Indonesian Rupiah,16040.0,2019-06-25
IDR,EUR,Indonesian Rupiah,16107.0,2019-06-26
IDR,EUR,Indonesian Rupiah,16062.0,2019-06-27
IDR,EUR,Indonesian Rupiah,16058.0,2019-06-28
IDR,EUR,Indonesian Rupiah,15922.0,2019-07-01
IDR,EUR,Indonesian Rupiah,15951.0,2019-07-02
IDR,EUR,Indonesian Rupiah,15920.0,2019-07-03
IDR,EUR,Indonesian Rupiah,15945.0,2019-07-04
IDR,EUR,Indonesian Rupiah,15797.0,2019-07-05
IDR,EUR,Indonesian Rupiah,15811.0,2019-07-08
IDR,EUR,Indonesian Rupiah,15823.0,2019-07-09
IDR,EUR,Indonesian Rupiah,15898.0,2019-07-10
IDR,EUR,Indonesian Rupiah,15823.0,2019-07-11
IDR,EUR,Indonesian Rupiah,15771.0,2019-07-12
IDR,EUR,Indonesian Rupiah,15663.0,2019-07-15
IDR,EUR,Indonesian Rupiah,15610.0,2019-07-16
IDR,EUR,Indonesian Rupiah,15678.0,2019-07-17
IDR,EUR,Indonesian Rupiah,15731.0,2019-07-18
IDR,EUR,Indonesian Rupiah,15624.0,2019-07-19
IDR,EUR,Indonesian Rupiah,15618.0,2019-07-22
IDR,EUR,Indonesian Rupiah,15581.0,2019-07-23
IDR,EUR,Indonesian Rupiah,15582.0,2019-07-24
IDR,EUR,Indonesian Rupiah,15571.0,2019-07-25
IDR,EUR,Indonesian Rupiah,15571.0,2019-07-26
IDR,EUR,Indonesian Rupiah,15615.0,2019-07-29
IDR,EUR,Indonesian Rupiah,15628.0,2019-07-30
IDR,EUR,Indonesian Rupiah,15513.0,2019-07-31
IDR,EUR,Indonesian Rupiah,15614.0,2019-08-01
IDR,EUR,Indonesian Rupiah,15739.0,2019-08-02
IDR,EUR,Indonesian Rupiah,15961.0,2019-08-05
IDR,EUR,Indonesian Rupiah,16058.0,2019-08-06
IDR,EUR,Indonesian Rupiah,15983.0,2019-08-07
IDR,EUR,Indonesian Rupiah,15884.0,2019-08-08
IDR,EUR,Indonesian Rupiah,15880.0,2019-08-09
IDR,EUR,Indonesian Rupiah,15969.0,2019-08-12
IDR,EUR,Indonesian Rupiah,15990.0,2019-08-13
IDR,EUR,Indonesian Rupiah,15861.0,2019-08-14
IDR,EUR,Indonesian Rupiah,15831.0,2019-08-15
IDR,EUR,Indonesian Rupiah,15774.0,2019-08-16
IDR,EUR,Indonesian Rupiah,15764.0,2019-08-19
IDR,EUR,Indonesian Rupiah,15815.0,2019-08-20
IDR,EUR,Indonesian Rupiah,15777.0,2019-08-21
IDR,EUR,Indonesian Rupiah,15761.0,2019-08-22
IDR,EUR,Indonesian Rupiah,15814.0,2019-08-23
IDR,EUR,Indonesian Rupiah,15795.0,2019-08-26
IDR,EUR,Indonesian Rupiah,15798.0,2019-08-27
IDR,EUR,Indonesian Rupiah,15788.0,2019-08-28
IDR,EUR,Indonesian Rupiah,15731.0,2019-08-29
IDR,EUR,Indonesian Rupiah,15573.0,2019-08-30
IDR,EUR,Indonesian Rupiah,15562.0,2019-09-02
IDR,EUR,Indonesian Rupiah,15598.0,2019-09-03
IDR,EUR,Indonesian Rupiah,15607.0,2019-09-04
IDR,EUR,Indonesian Rupiah,15608.0,2019-09-05
IDR,EUR,Indonesian Rupiah,15527.0,2019-09-06
IDR,EUR,Indonesian Rupiah,15489.0,2019-09-09
IDR,EUR,Indonesian Rupiah,15501.0,2019-09-10
IDR,EUR,Indonesian Rupiah,15467.0,2019-09-11
IDR,EUR,Indonesian Rupiah,15468.0,2019-09-12
IDR,EUR,Indonesian Rupiah,15452.0,2019-09-13
IDR,EUR,Indonesian Rupiah,15424.0,2019-09-16
IDR,EUR,Indonesian Rupiah,15595.0,2019-09-17
IDR,EUR,Indonesian Rupiah,15498.0,2019-09-18
IDR,EUR,Indonesian Rupiah,15515.0,2019-09-19
IDR,EUR,Indonesian Rupiah,15477.0,2019-09-20
IDR,EUR,Indonesian Rupiah,15474.0,2019-09-23
IDR,EUR,Indonesian Rupiah,15537.0,2019-09-24
IDR,EUR,Indonesian Rupiah,15481.0,2019-09-25
IDR,EUR,Indonesian Rupiah,15469.0,2019-09-26
IDR,EUR,Indonesian Rupiah,15483.0,2019-09-27
IDR,EUR,Indonesian Rupiah,15457.0,2019-09-30
IDR,EUR,Indonesian Rupiah,15523.0,2019-10-01
IDR,EUR,Indonesian Rupiah,15561.0,2019-10-02
IDR,EUR,Indonesian Rupiah,15537.0,2019-10-03
IDR,EUR,Indonesian Rupiah,15573.0,2019-10-04
IDR,EUR,Indonesian Rupiah,15524.0,2019-10-07
IDR,EUR,Indonesian Rupiah,15492.0,2019-10-08
IDR,EUR,Indonesian Rupiah,15555.0,2019-10-09
IDR,EUR,Indonesian Rupiah,15563.0,2019-10-10
IDR,EUR,Indonesian Rupiah,15580.0,2019-10-11
IDR,EUR,Indonesian Rupiah,15568.0,2019-10-14
IDR,EUR,Indonesian Rupiah,15601.0,2019-10-15
IDR,EUR,Indonesian Rupiah,15690.0,2019-10-16
IDR,EUR,Indonesian Rupiah,15728.0,2019-10-17
IDR,EUR,Indonesian Rupiah,15806.0,2019-10-18
IDR,EUR,Indonesian Rupiah,15684.0,2019-10-21
IDR,EUR,Indonesian Rupiah,15611.0,2019-10-22
IDR,EUR,Indonesian Rupiah,15603.0,2019-10-23
IDR,EUR,Indonesian Rupiah,15601.0,2019-10-24
IDR,EUR,Indonesian Rupiah,15538.0,2019-10-25
IDR,EUR,Indonesian Rupiah,15555.0,2019-10-28
IDR,EUR,Indonesian Rupiah,15580.0,2019-10-29
IDR,EUR,Indonesian Rupiah,15654.0,2019-10-30
IDR,EUR,Indonesian Rupiah,15611.0,2019-10-31
IDR,EUR,Indonesian Rupiah,15698.0,2019-11-01
IDR,EUR,Indonesian Rupiah,15576.0,2019-11-04
IDR,EUR,Indonesian Rupiah,15459.0,2019-11-05
IDR,EUR,Indonesian Rupiah,15503.0,2019-11-06
IDR,EUR,Indonesian Rupiah,15451.0,2019-11-07
IDR,EUR,Indonesian Rupiah,15431.0,2019-11-08
IDR,EUR,Indonesian Rupiah,15502.0,2019-11-11
IDR,EUR,Indonesian Rupiah,15462.0,2019-11-12
IDR,EUR,Indonesian Rupiah,15489.0,2019-11-13
IDR,EUR,Indonesian Rupiah,15514.0,2019-11-14
IDR,EUR,Indonesian Rupiah,15540.0,2019-11-15
IDR,EUR,Indonesian Rupiah,15536.0,2019-11-18
IDR,EUR,Indonesian Rupiah,15543.0,2019-11-19
IDR,EUR,Indonesian Rupiah,15541.0,2019-11-20
IDR,EUR,Indonesian Rupiah,15568.0,2019-11-21
IDR,EUR,Indonesian Rupiah,15512.0,2019-11-22
IDR,EUR,Indonesian Rupiah,15490.0,2019-11-25
IDR,EUR,Indonesian Rupiah,15513.0,2019-11-26
IDR,EUR,Indonesian Rupiah,15502.0,2019-11-27
IDR,EUR,Indonesian Rupiah,15499.0,2019-11-28
IDR,EUR,Indonesian Rupiah,15528.0,2019-11-29
IDR,EUR,Indonesian Rupiah,15644.0,2019-12-02
IDR,EUR,Indonesian Rupiah,15619.0,2019-12-03
IDR,EUR,Indonesian Rupiah,15614.0,2019-12-04
IDR,EUR,Indonesian Rupiah,15605.0,2019-12-05
IDR,EUR,Indonesian Rupiah,15510.0,2019-12-06
IDR,EUR,Indonesian Rupiah,15490.0,2019-12-09
IDR,EUR,Indonesian Rupiah,15527.0,2019-12-10
IDR,EUR,Indonesian Rupiah,15610.0,2019-12-11
IDR,EUR,Indonesian Rupiah,15683.0,2019-12-12
IDR,EUR,Indonesian Rupiah,15542.0,2019-12-13
IDR,EUR,Indonesian Rupiah,15593.0,2019-12-16
IDR,EUR,Indonesian Rupiah,15584.0,2019-12-17
IDR,EUR,Indonesian Rupiah,15542.0,2019-12-18
IDR,EUR,Indonesian Rupiah,15542.0,2019-12-19
IDR,EUR,Indonesian Rupiah,15471.0,2019-12-20
IDR,EUR,Indonesian Rupiah,15475.0,2019-12-23
IDR,EUR,Indonesian Rupiah,15473.0,2019-12-24
IDR,EUR,Indonesian Rupiah,15477.0,2019-12-25
IDR,EUR,Indonesian Rupiah,15473.0,2019-12-26
IDR,EUR,Indonesian Rupiah,15580.0,2019-12-27
IDR,EUR,Indonesian Rupiah,15584.0,2019-12-30
IDR,EUR,Indonesian Rupiah,15570.0,2019-12-31
IDR,EUR,Indonesian Rupiah,15560.0,2020-01-01
IDR,EUR,Indonesian Rupiah,15505.0,2020-01-02
IDR,EUR,Indonesian Rupiah,15499.0,2020-01-03
IDR,EUR,Indonesian Rupiah,15622.0,2020-01-06
IDR,EUR,Indonesian Rupiah,15509.0,2020-01-07
IDR,EUR,Indonesian Rupiah,15470.0,2020-01-08
IDR,EUR,Indonesian Rupiah,15370.0,2020-01-09
IDR,EUR,Indonesian Rupiah,15295.0,2020-01-10
IDR,EUR,Indonesian Rupiah,15258.0,2020-01-13
IDR,EUR,Indonesian Rupiah,15198.0,2020-01-14
IDR,EUR,Indonesian Rupiah,15272.0,2020-01-15
IDR,EUR,Indonesian Rupiah,15202.0,2020-01-16
IDR,EUR,Indonesian Rupiah,15128.0,2020-01-17
IDR,EUR,Indonesian Rupiah,15108.0,2020-01-20
IDR,EUR,Indonesian Rupiah,15128.0,2020-01-21
IDR,EUR,Indonesian Rupiah,15163.0,2020-01-22
IDR,EUR,Indonesian Rupiah,15059.0,2020-01-23
IDR,EUR,Indonesian Rupiah,14949.0,2020-01-24
IDR,EUR,Indonesian Rupiah,14988.0,2020-01-27
IDR,EUR,Indonesian Rupiah,15016.0,2020-01-28
IDR,EUR,Indonesian Rupiah,14988.0,2020-01-29
IDR,EUR,Indonesian Rupiah,15049.0,2020-01-30
IDR,EUR,Indonesian Rupiah,15146.0,2020-01-31
IDR,EUR,Indonesian Rupiah,15173.0,2020-02-03
IDR,EUR,Indonesian Rupiah,15134.0,2020-02-04
IDR,EUR,Indonesian Rupiah,15084.0,2020-02-05
IDR,EUR,Indonesian Rupiah,14992.0,2020-02-06
IDR,EUR,Indonesian Rupiah,14927.0,2020-02-07
IDR,EUR,Indonesian Rupiah,14946.0,2020-02-10
IDR,EUR,Indonesian Rupiah,14932.0,2020-02-11
IDR,EUR,Indonesian Rupiah,14837.0,2020-02-12
IDR,EUR,Indonesian Rupiah,14816.0,2020-02-13
IDR,EUR,Indonesian Rupiah,14836.0,2020-02-14
IDR,EUR,Indonesian Rupiah,14828.0,2020-02-17
IDR,EUR,Indonesian Rupiah,14746.0,2020-02-18
IDR,EUR,Indonesian Rupiah,14816.0,2020-02-19
IDR,EUR,Indonesian Rupiah,14806.0,2020-02-20
IDR,EUR,Indonesian Rupiah,14936.0,2020-02-21
IDR,EUR,Indonesian Rupiah,15035.0,2020-02-24
IDR,EUR,Indonesian Rupiah,15075.0,2020-02-25
IDR,EUR,Indonesian Rupiah,15077.0,2020-02-26
IDR,EUR,Indonesian Rupiah,15227.0,2020-02-27
IDR,EUR,Indonesian Rupiah,15687.0,2020-02-28
IDR,EUR,Indonesian Rupiah,16038.0,2020-03-02
IDR,EUR,Indonesian Rupiah,15891.0,2020-03-03
IDR,EUR,Indonesian Rupiah,15767.0,2020-03-04
IDR,EUR,Indonesian Rupiah,15909.0,2020-03-05
IDR,EUR,Indonesian Rupiah,16102.0,2020-03-06
IDR,EUR,Indonesian Rupiah,16402.0,2020-03-09
IDR,EUR,Indonesian Rupiah,16286.0,2020-03-10
IDR,EUR,Indonesian Rupiah,16138.0,2020-03-11
IDR,EUR,Indonesian Rupiah,16179.0,2020-03-12
IDR,EUR,Indonesian Rupiah,16310.0,2020-03-13
IDR,EUR,Indonesian Rupiah,16552.0,2020-03-16
IDR,EUR,Indonesian Rupiah,16606.0,2020-03-17
IDR,EUR,Indonesian Rupiah,16637.0,2020-03-18
IDR,EUR,Indonesian Rupiah,16783.0,2020-03-19
IDR,EUR,Indonesian Rupiah,17346.0,2020-03-20
IDR,EUR,Indonesian Rupiah,17842.0,2020-03-23
IDR,EUR,Indonesian Rupiah,17759.0,2020-03-24
IDR,EUR,Indonesian Rupiah,17922.0,2020-03-25
IDR,EUR,Indonesian Rupiah,18004.0,2020-03-26
IDR,EUR,Indonesian Rupiah,18074.0,2020-03-27
IDR,EUR,Indonesian Rupiah,18030.0,2020-03-30
IDR,EUR,Indonesian Rupiah,18042.0,2020-03-31
IDR,EUR,Indonesian Rupiah,17972.0,2020-04-01
IDR,EUR,Indonesian Rupiah,17830.0,2020-04-02
IDR,EUR,Indonesian Rupiah,17748.0,2020-04-03
IDR,EUR,Indonesian Rupiah,17859.0,2020-04-06
IDR,EUR,Indonesian Rupiah,17865.0,2020-04-07
IDR,EUR,Indonesian Rupiah,17636.0,2020-04-08
IDR,EUR,Indonesian Rupiah,17275.0,2020-04-09
IDR,EUR,Indonesian Rupiah,17274.0,2020-04-10
IDR,EUR,Indonesian Rupiah,17272.0,2020-04-13
IDR,EUR,Indonesian Rupiah,17251.0,2020-04-14
IDR,EUR,Indonesian Rupiah,17131.0,2020-04-15
IDR,EUR,Indonesian Rupiah,17110.0,2020-04-16
IDR,EUR,Indonesian Rupiah,16847.0,2020-04-17
IDR,EUR,Indonesian Rupiah,16885.0,2020-04-20
IDR,EUR,Indonesian Rupiah,16975.0,2020-04-21
IDR,EUR,Indonesian Rupiah,16833.0,2020-04-22
IDR,EUR,Indonesian Rupiah,16823.0,2020-04-23
IDR,EUR,Indonesian Rupiah,16826.0,2020-04-24
IDR,EUR,Indonesian Rupiah,16871.0,2020-04-27
IDR,EUR,Indonesian Rupiah,16640.0,2020-04-28
IDR,EUR,Indonesian Rupiah,16753.0,2020-04-29
IDR,EUR,Indonesian Rupiah,16580.0,2020-04-30
IDR,EUR,Indonesian Rupiah,16636.0,2020-05-01
IDR,EUR,Indonesian Rupiah,16426.0,2020-05-04
IDR,EUR,Indonesian Rupiah,16368.0,2020-05-05
IDR,EUR,Indonesian Rupiah,16331.0,2020-05-06
IDR,EUR,Indonesian Rupiah,16386.0,2020-05-07
IDR,EUR,Indonesian Rupiah,16258.0,2020-05-08
IDR,EUR,Indonesian Rupiah,16131.0,2020-05-11
IDR,EUR,Indonesian Rupiah,16247.0,2020-05-12
IDR,EUR,Indonesian Rupiah,16097.0,2020-05-13
IDR,EUR,Indonesian Rupiah,16106.0,2020-05-14
IDR,EUR,Indonesian Rupiah,16120.0,2020-05-15
IDR,EUR,Indonesian Rupiah,16175.0,2020-05-18
IDR,EUR,Indonesian Rupiah,16185.0,2020-05-19
IDR,EUR,Indonesian Rupiah,16222.0,2020-05-20
IDR,EUR,Indonesian Rupiah,16183.0,2020-05-21
IDR,EUR,Indonesian Rupiah,16110.0,2020-05-22
IDR,EUR,Indonesian Rupiah,16097.0,2020-05-25
IDR,EUR,Indonesian Rupiah,16216.0,2020-05-26
IDR,EUR,Indonesian Rupiah,16240.0,2020-05-27
IDR,EUR,Indonesian Rupiah,16350.0,2020-05-28
IDR,EUR,Indonesian Rupiah,16360.0,2020-05-29
